searched_item_unit_id,similar_item_unit_id,searched_item_query,similar_item_query,searched_item_relevance,similar_item_relevance,composite_similarity_score,accuracy
711158459,711158459,playstation 4,playstation 4,3.67,3.67,1.0000000596046448,0.9
711158459,711158460,playstation 4,playstation 4,3.67,4.0,1.0000000596046448,
711158459,711158461,playstation 4,playstation 4,3.67,4.0,0.9864388406276703,
711158459,711158462,playstation 4,playstation 4,3.67,3.67,0.4165201783180237,
711158459,711158463,playstation 4,playstation 4,3.67,3.33,1.0000000596046448,
711158459,711158464,playstation 4,playstation 4,3.67,3.2,1.0000000596046448,
711158459,711158465,playstation 4,playstation 4,3.67,4.0,0.4045330584049225,
711158459,711158466,playstation 4,playstation 4,3.67,4.0,0.9193947911262512,
711158459,711158467,playstation 4,playstation 4,3.67,3.75,0.4942569434642792,
711158459,711158468,playstation 4,playstation 4,3.67,2.33,1.0000000596046448,
711158459,711158469,playstation 4,playstation 4,3.67,4.0,0.4622549414634704,
711158459,711158470,playstation 4,playstation 4,3.67,4.0,0.4411119818687439,
711158459,711158471,playstation 4,playstation 4,3.67,3.33,0.4633950591087342,
711158459,711158472,playstation 4,playstation 4,3.67,3.0,1.0000000596046448,
711158459,711158473,playstation 4,playstation 4,3.67,3.4,0.4723224341869354,
711158459,711158474,playstation 4,playstation 4,3.67,4.0,0.5000000596046448,
711158459,711158475,playstation 4,playstation 4,3.67,2.8,0.5000000596046448,
711158459,711158476,playstation 4,playstation 4,3.67,4.0,0.4722444713115692,
711158459,711158477,playstation 4,playstation 4,3.67,3.0,0.9326080977916718,
711158459,711158478,playstation 4,playstation 4,3.67,2.33,0.4165201783180237,
711158459,711158479,playstation 4,playstation 4,3.67,4.0,0.5000000596046448,
711158459,711158480,playstation 4,playstation 4,3.67,4.0,0.5000000596046448,
711158459,711158481,playstation 4,playstation 4,3.67,4.0,0.4933861792087555,
711158459,711158482,playstation 4,playstation 4,3.67,4.0,0.5000000596046448,
711158459,711158483,playstation 4,playstation 4,3.67,4.0,0.4586955606937408,
711158459,711158484,playstation 4,eye cream,3.67,4.0,0.277046799659729,
711158459,711158485,playstation 4,eye cream,3.67,3.4,0.25007417798042303,
711158459,711158486,playstation 4,eye cream,3.67,4.0,0.2591932713985443,
711158459,711158487,playstation 4,eye cream,3.67,3.75,0.24068404734134674,
711158459,711158488,playstation 4,eye cream,3.67,4.0,0.22070518136024475,
711158459,711158489,playstation 4,eye cream,3.67,4.0,0.28218716382980347,
711158459,711158490,playstation 4,eye cream,3.67,4.0,0.26983094215393066,
711158459,711158491,playstation 4,eye cream,3.67,4.0,0.256002813577652,
711158459,711158492,playstation 4,eye cream,3.67,3.67,0.28101205825805664,
711158459,711158493,playstation 4,eye cream,3.67,3.75,0.277046799659729,
711158459,711158494,playstation 4,eye cream,3.67,4.0,0.27492618560791016,
711158459,711158495,playstation 4,eye cream,3.67,4.0,0.25890135765075684,
711158459,711158496,playstation 4,eye cream,3.67,4.0,0.277046799659729,
711158459,711158497,playstation 4,eye cream,3.67,4.0,0.2692670226097107,
711158459,711158498,playstation 4,eye cream,3.67,3.4,0.23209163546562195,
711158459,711158499,playstation 4,eye cream,3.67,3.0,0.2384081184864044,
711158459,711158500,playstation 4,eye cream,3.67,4.0,0.27724921703338623,
711158459,711158501,playstation 4,eye cream,3.67,4.0,0.277046799659729,
711158459,711158502,playstation 4,eye cream,3.67,4.0,0.2387271821498871,
711158459,711158503,playstation 4,eye cream,3.67,4.0,0.2765672206878662,
711158459,711158504,playstation 4,eye cream,3.67,4.0,0.2529703378677368,
711158459,711158505,playstation 4,eye cream,3.67,3.67,0.27542471885681147,
711158459,711158506,playstation 4,eye cream,3.67,3.67,0.2594965994358063,
711158459,711158507,playstation 4,eye cream,3.67,4.0,0.2958872318267822,
711158459,711158508,playstation 4,eye cream,3.67,4.0,0.2631436288356781,
711158459,711158509,playstation 4,routers,3.67,4.0,0.23699913918972015,
711158459,711158510,playstation 4,routers,3.67,3.0,0.3353738784790039,
711158459,711158511,playstation 4,routers,3.67,2.6,0.28840193152427673,
711158459,711158512,playstation 4,routers,3.67,4.0,0.3274213373661041,
711158459,711158513,playstation 4,routers,3.67,2.33,0.2910509407520294,
711158459,711158514,playstation 4,routers,3.67,1.33,0.3281632661819458,
711158459,711158515,playstation 4,routers,3.67,4.0,0.32202592492103577,
711158459,711158516,playstation 4,routers,3.67,4.0,0.35177984833717346,
711158459,711158517,playstation 4,routers,3.67,4.0,0.3203336298465729,
711158459,711158518,playstation 4,routers,3.67,3.67,0.29730895161628723,
711158459,711158519,playstation 4,routers,3.67,3.67,0.3203336298465729,
711158459,711158520,playstation 4,routers,3.67,4.0,0.3132692873477936,
711158459,711158521,playstation 4,routers,3.67,3.75,0.29966723918914795,
711158459,711158522,playstation 4,routers,3.67,4.0,0.29541710019111633,
711158459,711158523,playstation 4,routers,3.67,2.0,0.3291877806186676,
711158459,711158524,playstation 4,routers,3.67,4.0,0.2932879328727722,
711158459,711158525,playstation 4,routers,3.67,4.0,0.29730895161628723,
711158459,711158526,playstation 4,routers,3.67,4.0,0.3174377381801605,
711158459,711158527,playstation 4,routers,3.67,4.0,0.31102120876312256,
711158459,711158528,playstation 4,routers,3.67,4.0,0.3163205683231354,
711158459,711158529,playstation 4,routers,3.67,4.0,0.7473297119140625,
711158459,711158530,playstation 4,routers,3.67,4.0,0.29318109154701233,
711158459,711158531,playstation 4,routers,3.67,4.0,0.30865511298179626,
711158459,711158532,playstation 4,routers,3.67,3.67,0.3322085440158844,
711158459,711158533,playstation 4,routers,3.67,4.0,0.29541710019111633,
711158459,711158534,playstation 4,shaver panasonic,3.67,3.33,0.3071926236152649,
711158459,711158535,playstation 4,shaver panasonic,3.67,2.8,0.30052241683006287,
711158459,711158536,playstation 4,shaver panasonic,3.67,2.0,0.2932185232639313,
711158459,711158537,playstation 4,shaver panasonic,3.67,4.0,0.7186136543750763,
711158459,711158538,playstation 4,shaver panasonic,3.67,3.2,0.7507917284965515,
711158459,711158539,playstation 4,shaver panasonic,3.67,2.8,0.2971942126750946,
711158459,711158540,playstation 4,shaver panasonic,3.67,4.0,0.29994314908981323,
711158459,711158541,playstation 4,shaver panasonic,3.67,4.0,0.6580253839492798,
711158459,711158542,playstation 4,shaver panasonic,3.67,4.0,0.308135449886322,
711158459,711158543,playstation 4,shaver panasonic,3.67,4.0,0.31370580196380615,
711158459,711158544,playstation 4,shaver panasonic,3.67,3.67,0.31232985854148865,
711158459,711158545,playstation 4,shaver panasonic,3.67,4.0,0.29171282052993774,
711158459,711158546,playstation 4,shaver panasonic,3.67,4.0,0.2851681709289551,
711158459,711158547,playstation 4,shaver panasonic,3.67,3.67,0.3029497563838959,
711158459,711158548,playstation 4,shaver panasonic,3.67,3.33,0.312443345785141,
711158459,711158549,playstation 4,shaver panasonic,3.67,4.0,0.6493919789791107,
711158459,711158550,playstation 4,shaver panasonic,3.67,4.0,0.304927796125412,
711158459,711158551,playstation 4,shaver panasonic,3.67,3.67,0.29610756039619446,
711158459,711158552,playstation 4,shaver panasonic,3.67,4.0,0.6614171862602234,
711158459,711158553,playstation 4,shaver panasonic,3.67,4.0,0.29649490118026733,
711158459,711158554,playstation 4,shaver panasonic,3.67,3.0,0.2971941828727722,
711158459,711158555,playstation 4,shaver panasonic,3.67,4.0,0.2956591844558716,
711158459,711158556,playstation 4,shaver panasonic,3.67,4.0,0.30458545684814453,
711158459,711158557,playstation 4,shaver panasonic,3.67,3.4,0.33856430649757385,
711158459,711158558,playstation 4,shaver panasonic,3.67,2.33,0.6978018581867218,
711158459,711158559,playstation 4,coffee grinder,3.67,4.0,0.2515222430229187,
711158459,711158560,playstation 4,coffee grinder,3.67,3.67,0.25838178396224976,
711158459,711158561,playstation 4,coffee grinder,3.67,4.0,0.24210600554943085,
711158459,711158562,playstation 4,coffee grinder,3.67,3.67,0.2780970335006714,
711158459,711158563,playstation 4,coffee grinder,3.67,3.33,0.2742668092250824,
711158459,711158564,playstation 4,coffee grinder,3.67,3.67,0.2480767220258713,
711158459,711158565,playstation 4,coffee grinder,3.67,4.0,0.2675115764141083,
711158459,711158566,playstation 4,coffee grinder,3.67,4.0,0.26030874252319336,
711158459,711158567,playstation 4,coffee grinder,3.67,3.67,0.22599618136882785,
711158459,711158568,playstation 4,coffee grinder,3.67,2.67,0.2435121387243271,
711158459,711158569,playstation 4,coffee grinder,3.67,4.0,0.5873460918664932,
711158459,711158570,playstation 4,coffee grinder,3.67,2.33,0.23873481154441836,
711158459,711158571,playstation 4,coffee grinder,3.67,3.0,0.26089048385620117,
711158459,711158572,playstation 4,coffee grinder,3.67,4.0,0.2402128875255585,
711158459,711158573,playstation 4,coffee grinder,3.67,4.0,0.1662656217813492,
711158459,711158574,playstation 4,coffee grinder,3.67,2.8,0.2410542219877243,
711158459,711158575,playstation 4,coffee grinder,3.67,4.0,0.25760596990585327,
711158459,711158576,playstation 4,coffee grinder,3.67,4.0,0.26071545481681824,
711158459,711158577,playstation 4,coffee grinder,3.67,4.0,0.2377464175224304,
711158459,711158578,playstation 4,coffee grinder,3.67,4.0,0.2325902730226517,
711158459,711158579,playstation 4,coffee grinder,3.67,4.0,0.20969288051128387,
711158459,711158580,playstation 4,coffee grinder,3.67,4.0,0.28225213289260864,
711158459,711158581,playstation 4,coffee grinder,3.67,4.0,0.26722317934036255,
711158459,711158582,playstation 4,coffee grinder,3.67,4.0,0.2377416491508484,
711158459,711158583,playstation 4,coffee grinder,3.67,3.33,0.2391459047794342,
711158459,711158584,playstation 4,high chairs,3.67,4.0,0.6616254150867462,
711158459,711158585,playstation 4,high chairs,3.67,4.0,0.27101078629493713,
711158459,711158586,playstation 4,high chairs,3.67,3.33,0.2967852056026459,
711158459,711158587,playstation 4,high chairs,3.67,4.0,0.30436018109321594,
711158459,711158588,playstation 4,high chairs,3.67,3.33,0.2307363599538803,
711158459,711158589,playstation 4,high chairs,3.67,3.67,0.2822142541408539,
