searched_item_unit_id,similar_item_unit_id,searched_item_query,similar_item_query,searched_item_relevance,similar_item_relevance,composite_similarity_score,accuracy
711158459,711158459,playstation 4,playstation 4,3.67,3.67,1.0000001192092896,0.9
711158459,711158460,playstation 4,playstation 4,3.67,4.0,1.0000001192092896,
711158459,711158461,playstation 4,playstation 4,3.67,4.0,0.9855072498321533,
711158459,711158462,playstation 4,playstation 4,3.67,3.67,0.3884425163269043,
711158459,711158463,playstation 4,playstation 4,3.67,3.33,1.0000001192092896,
711158459,711158464,playstation 4,playstation 4,3.67,3.2,1.0000001192092896,
711158459,711158465,playstation 4,playstation 4,3.67,4.0,0.3952721059322357,
711158459,711158466,playstation 4,playstation 4,3.67,4.0,0.8920960128307343,
711158459,711158467,playstation 4,playstation 4,3.67,3.75,0.4874871075153351,
711158459,711158468,playstation 4,playstation 4,3.67,2.33,1.0000001192092896,
711158459,711158469,playstation 4,playstation 4,3.67,4.0,0.472646176815033,
711158459,711158470,playstation 4,playstation 4,3.67,4.0,0.4279828667640686,
711158459,711158471,playstation 4,playstation 4,3.67,3.33,0.4504207670688629,
711158459,711158472,playstation 4,playstation 4,3.67,3.0,1.0000001192092896,
711158459,711158473,playstation 4,playstation 4,3.67,3.4,0.4593364596366882,
711158459,711158474,playstation 4,playstation 4,3.67,4.0,0.5000000596046448,
711158459,711158475,playstation 4,playstation 4,3.67,2.8,0.5000000596046448,
711158459,711158476,playstation 4,playstation 4,3.67,4.0,0.4699962735176086,
711158459,711158477,playstation 4,playstation 4,3.67,3.0,0.9147066473960876,
711158459,711158478,playstation 4,playstation 4,3.67,2.33,0.3884425163269043,
711158459,711158479,playstation 4,playstation 4,3.67,4.0,0.5000000596046448,
711158459,711158480,playstation 4,playstation 4,3.67,4.0,0.5000000596046448,
711158459,711158481,playstation 4,playstation 4,3.67,4.0,0.4908862709999084,
711158459,711158482,playstation 4,playstation 4,3.67,4.0,0.5000000596046448,
711158459,711158483,playstation 4,playstation 4,3.67,4.0,0.4459301829338074,
711158459,711158484,playstation 4,eye cream,3.67,4.0,0.13478341698646545,
711158459,711158485,playstation 4,eye cream,3.67,3.4,0.13458815217018125,
711158459,711158486,playstation 4,eye cream,3.67,4.0,0.09155265241861343,
711158459,711158487,playstation 4,eye cream,3.67,3.75,0.12022291123867035,
711158459,711158488,playstation 4,eye cream,3.67,4.0,0.08029768615961075,
711158459,711158489,playstation 4,eye cream,3.67,4.0,0.16109077632427216,
711158459,711158490,playstation 4,eye cream,3.67,4.0,0.15700174868106842,
711158459,711158491,playstation 4,eye cream,3.67,4.0,0.13004709780216217,
711158459,711158492,playstation 4,eye cream,3.67,3.67,0.14558248221874237,
711158459,711158493,playstation 4,eye cream,3.67,3.75,0.13478341698646545,
711158459,711158494,playstation 4,eye cream,3.67,4.0,0.15111738443374634,
711158459,711158495,playstation 4,eye cream,3.67,4.0,0.16000308096408844,
711158459,711158496,playstation 4,eye cream,3.67,4.0,0.13478341698646545,
711158459,711158497,playstation 4,eye cream,3.67,4.0,0.13675685226917264,
711158459,711158498,playstation 4,eye cream,3.67,3.4,0.11151053011417388,
711158459,711158499,playstation 4,eye cream,3.67,3.0,0.1772543638944626,
711158459,711158500,playstation 4,eye cream,3.67,4.0,0.1777426600456238,
711158459,711158501,playstation 4,eye cream,3.67,4.0,0.13478341698646545,
711158459,711158502,playstation 4,eye cream,3.67,4.0,0.1454920619726181,
711158459,711158503,playstation 4,eye cream,3.67,4.0,0.14642062783241272,
711158459,711158504,playstation 4,eye cream,3.67,4.0,0.16213393211364746,
711158459,711158505,playstation 4,eye cream,3.67,3.67,0.1470300257205963,
711158459,711158506,playstation 4,eye cream,3.67,3.67,0.1549234241247177,
711158459,711158507,playstation 4,eye cream,3.67,4.0,0.16079513728618622,
711158459,711158508,playstation 4,eye cream,3.67,4.0,0.13870616257190704,
711158459,711158509,playstation 4,routers,3.67,4.0,0.17698006331920624,
711158459,711158510,playstation 4,routers,3.67,3.0,0.2298749387264252,
711158459,711158511,playstation 4,routers,3.67,2.6,0.2223295420408249,
711158459,711158512,playstation 4,routers,3.67,4.0,0.2450295090675354,
711158459,711158513,playstation 4,routers,3.67,2.33,0.2079129070043564,
711158459,711158514,playstation 4,routers,3.67,1.33,0.2524891197681427,
711158459,711158515,playstation 4,routers,3.67,4.0,0.2175773084163666,
711158459,711158516,playstation 4,routers,3.67,4.0,0.19656699895858765,
711158459,711158517,playstation 4,routers,3.67,4.0,0.17308863997459412,
711158459,711158518,playstation 4,routers,3.67,3.67,0.18748347461223605,
711158459,711158519,playstation 4,routers,3.67,3.67,0.17308863997459412,
711158459,711158520,playstation 4,routers,3.67,4.0,0.19786031544208524,
711158459,711158521,playstation 4,routers,3.67,3.75,0.1716136783361435,
711158459,711158522,playstation 4,routers,3.67,4.0,0.18483135104179385,
711158459,711158523,playstation 4,routers,3.67,2.0,0.24408662319183352,
711158459,711158524,playstation 4,routers,3.67,4.0,0.2257617712020874,
711158459,711158525,playstation 4,routers,3.67,4.0,0.18748347461223605,
711158459,711158526,playstation 4,routers,3.67,4.0,0.18586502969264984,
711158459,711158527,playstation 4,routers,3.67,4.0,0.18154188990592954,
711158459,711158528,playstation 4,routers,3.67,4.0,0.2151702046394348,
711158459,711158529,playstation 4,routers,3.67,4.0,0.5951628983020782,
711158459,711158530,playstation 4,routers,3.67,4.0,0.2019241154193878,
711158459,711158531,playstation 4,routers,3.67,4.0,0.16551591455936432,
711158459,711158532,playstation 4,routers,3.67,3.67,0.24196696281433105,
711158459,711158533,playstation 4,routers,3.67,4.0,0.18483135104179385,
711158459,711158534,playstation 4,shaver panasonic,3.67,3.33,0.2009129822254181,
711158459,711158535,playstation 4,shaver panasonic,3.67,2.8,0.23631851375103,
711158459,711158536,playstation 4,shaver panasonic,3.67,2.0,0.19343109428882602,
711158459,711158537,playstation 4,shaver panasonic,3.67,4.0,0.5206860452890396,
711158459,711158538,playstation 4,shaver panasonic,3.67,3.2,0.5610763430595398,
711158459,711158539,playstation 4,shaver panasonic,3.67,2.8,0.21565595269203186,
711158459,711158540,playstation 4,shaver panasonic,3.67,4.0,0.21732084453105924,
711158459,711158541,playstation 4,shaver panasonic,3.67,4.0,0.45163825154304504,
711158459,711158542,playstation 4,shaver panasonic,3.67,4.0,0.21676605939865115,
711158459,711158543,playstation 4,shaver panasonic,3.67,4.0,0.20994964241981506,
711158459,711158544,playstation 4,shaver panasonic,3.67,3.67,0.2510296404361725,
711158459,711158545,playstation 4,shaver panasonic,3.67,4.0,0.21516811847686768,
711158459,711158546,playstation 4,shaver panasonic,3.67,4.0,0.20951473712921145,
711158459,711158547,playstation 4,shaver panasonic,3.67,3.67,0.212166503071785,
711158459,711158548,playstation 4,shaver panasonic,3.67,3.33,0.2019396275281906,
711158459,711158549,playstation 4,shaver panasonic,3.67,4.0,0.467593178153038,
711158459,711158550,playstation 4,shaver panasonic,3.67,4.0,0.22003649175167084,
711158459,711158551,playstation 4,shaver panasonic,3.67,3.67,0.1847180277109146,
711158459,711158552,playstation 4,shaver panasonic,3.67,4.0,0.4849577695131302,
